file	average
sub-005_task-task_desc-confounds_regressors.tsv	0.14110326556832428
sub-003_task-task_desc-confounds_regressors.tsv	0.2564117457676525
sub-006_task-task_desc-confounds_regressors.tsv	0.919172350843855
